epoch,train_loss,train_retrieval_accuracy,val_loss,val_retrieval_accuracy
42,5.9190390754390405,0.0072372608339867075,5.8966818357768815,0.00711019739116493
43,5.9233396697688745,0.006774695715992837,5.900497185556512,0.006897203967367348
44,5.919297469628824,0.007580377400626202,5.8986713509810595,0.006077302668831851
45,5.920880730087693,0.007250457637112688,5.89849863554302,0.007416118426542533
46,5.918768335033107,0.007262299516917886,5.906982848518773,0.00680921050278764
47,5.9212889864638045,0.007738738874527249,5.906729999341462,0.006437088804025399
48,5.9161807395316455,0.00703930898846404,5.89374125631232,0.00716159541748072
49,5.917093367189975,0.007449764393370699,5.8991070546601945,0.006645148031805691
50,5.9149870485872835,0.00804158760788473,5.901821864278693,0.0068556743821031165
51,5.914366167944831,0.0074074642128638315,5.9044740576493115,0.007878700663384638
52,5.916375701491897,0.007486644956107075,5.894843779112163,0.007058799364849141
53,5.914892364192653,0.007302567337614459,5.898703826101203,0.007058799364849141
54,5.916621697915567,0.007357386872172356,5.898385825910066,0.006750411206954404
55,5.912281596982801,0.007632487107420692,5.893007454119231,0.007318256520911267
56,5.910908318854667,0.00804158761417745,5.892156274695146,0.00706126638933232
57,5.911613734992775,0.0076971161556807725,5.895491675326698,0.00638569077770961
58,5.91067141455573,0.007478867795922466,5.894026756286621,0.007261924347595165
59,5.908944245931265,0.007631809652053021,5.893528260682759,0.008040296011849454
60,5.909276756080422,0.007302567337614459,5.893258471237986,0.007318256618945222
61,5.908464541306367,0.008282517108160097,5.886484572761937,0.008143092064481033
62,5.907840445234969,0.0076977936047557234,5.895939099161248,0.007421052573542846
63,5.908438830762296,0.007856832546609882,5.8890888314498095,0.007783305880270507
64,5.90466342101226,0.007884581032133586,5.898424073269493,0.008243421092629433
65,5.906458661362931,0.00775261312672818,5.894588872006065,0.007266858592629433
66,5.903045892715454,0.007726219545647099,5.911533732163279,0.0066402138357884
67,5.903801692498697,0.007854122731431917,5.890001372287148,0.00706126638933232
68,5.9062885078223974,0.007565148250275367,5.888205377679122,0.007004934216016217
69,5.902279222333753,0.008384026712863831,5.89528256968448,0.007469983575375457
70,5.899926752657504,0.007999964882745533,5.894220352172852,0.007212993443796509
71,5.903870833886637,0.007727574456382442,5.888317986538536,0.006853207259585983
72,5.901327906428157,0.008042265069545121,5.890603918778269,0.008143092064481033
73,5.901209799019066,0.008159681273674642,5.888068901865106,0.0071591282949635855
74,5.901064840522972,0.008372184833058634,5.895246254770379,0.007516447356656978
75,5.900582506849959,0.008108926471322775,5.894535767404657,0.007670641435604347
76,5.8980782740824935,0.008186752310123396,5.892020325911672,0.006542351979174112
77,5.901721799695814,0.007936690745220796,5.889781801324141,0.007526315748691559
78,5.89772307550585,0.008520736786964777,5.886226001538728,0.007421052671576801
79,5.897029245221937,0.008027035919194287,5.902385510896382,0.007313322373910954
80,5.897978286485414,0.008002674685338058,5.892949807016473,0.006796874988235925
81,5.8972915121026945,0.008386059072674127,5.9011821495859245,0.007881167785901772
82,5.895141395362648,0.008161713633484937,5.902634595569811,0.00716159541748072
83,5.888958138388556,0.008239539465992837,5.890217404616506,0.007056332242332007
84,5.894963573765111,0.008202658915841902,5.893742586437025,0.0073671875227438776
85,5.893664811108564,0.008826295341792944,5.883366208327444,0.007215460468279688
86,5.890931458086581,0.008122123261863316,5.886535042210629,0.007587582265075885
87,5.894909439860164,0.008412452653755207,5.889366300482499,0.006850740137068849
88,5.88846290433729,0.008358988029932653,5.892523991434198,0.007276726984664013
89,5.890186155164564,0.00818878466364097,5.8912706877055925,0.007004934216016217
90,5.893177489976625,0.008713946476377346,5.894248535758571,0.006750411206954404
91,5.889088927088557,0.008239539465992837,5.8866245621129085,0.007883634908418907
92,5.888621852204606,0.008622923853328905,5.888110085537559,0.006542351979174112
93,5.891187616296716,0.007945822812994389,5.887968715868499,0.007734374976471851
94,5.889242107803757,0.008174232974950527,5.883883953094482,0.006588815809472611
95,5.886705591871932,0.008306878329430884,5.888352544684159,0.007680509827638927
96,5.887982407131711,0.008465917264992321,5.892603171499152,0.007320723643428401
97,5.886956118248604,0.008479791517193252,5.897475719451904,0.007988897985533663
98,5.88482640885018,0.008490278492555828,5.887257701472232,0.007783305880270507
99,5.884142141084413,0.008213823333986708,5.8835270781266065,0.0072717927396297455
100,5.884120361225025,0.008925772580393666,5.890949450041118,0.007120065783199511
101,5.884538792275094,0.008647962523674642,5.888564511349327,0.007061266487366275
102,5.882054103387369,0.008809711280706766,5.889266942676745,0.007626644776839959
103,5.884052076855221,0.008877727580634324,5.89601270776046,0.007061266487366275
104,5.882659873446903,0.0085041527258786,5.885010267558851,0.007996299353085067
105,5.881345078751847,0.008635443182209053,5.88975359264173,0.00716159541748072
106,5.880735648644937,0.00907500198966748,5.895213252619693,0.006596217128007035
107,5.878765679694511,0.00888821457487506,5.886693402340538,0.007572779628007035
108,5.88176121582856,0.00888889202395001,5.889098016839278,0.0068116776253047745
109,5.87950991939854,0.0089792371979235,5.884949307692678,0.0073671875227438776
110,5.879396928323282,0.008676388464566018,5.885582070601614,0.006902138163384639
