all_alive_fraction,arm,attn_ari,attn_input,attn_nmi,cross_nmse_gene_to_image,cross_nmse_image_to_gene,elapsed_seconds,section_id,self_nmse_gene,self_nmse_image,sum_ari,sum_nmi,support_ari,support_nmi
0.5,f_partitioned,,,,0.21222912563997157,0.9442084922510035,51.77932404197054,151507,0.8854521442862118,0.22978684656760273,0.19596549787751766,0.38206589682731534,0.36242367241003737,0.46294550726819306
0.5,f_partitioned,,,,0.20762176894479328,0.9502497944566939,52.73517391696805,151508,0.896864202287462,0.2045399753583802,0.2242099922322134,0.35483650535197825,0.3547376327093615,0.4874730641129976
0.5,f_partitioned,,,,0.21561448589751595,0.9439607137127927,60.96813595795538,151509,0.8860731156248796,0.22652630037383029,0.24651145236695496,0.4118264510873816,0.2525362014416285,0.4681209260955309
0.5,f_partitioned,,,,0.20367605653074053,0.943669468164444,72.37394545797724,151510,0.8866393168767294,0.22050185004870096,0.22771912255268797,0.4127863965226829,0.2845242381164619,0.4476917909538376
0.5,f_partitioned,,,,0.2153243452310562,0.9460922122001648,55.339068291999865,151669,0.8900262514750162,0.2195272405942281,-0.017165297265232606,0.004283047404883447,0.2288946630164562,0.34948009504586647
0.5,f_partitioned,,,,0.20966547301837377,0.9435171101774488,66.91715808300069,151670,0.8839854640620095,0.22023596933909825,-0.04443941127710024,0.03820983012615225,0.31397402621924947,0.41198418507857
0.5,f_partitioned,,,,0.20672886818647385,0.9478745684027672,70.1941334590083,151671,0.887831300497055,0.21270181238651276,0.07237216877494075,0.23544193388811135,0.26503552239738637,0.3440589655141804
0.5,f_partitioned,,,,0.2349493009969592,0.9451912045478821,64.96470283297822,151672,0.8831141628324986,0.2603820562362671,0.08604592503615108,0.21365278490710468,0.14530995341791297,0.3314144154301955
0.5,f_partitioned,,,,0.21367107232411703,0.9272336443265279,50.29532199999085,151673,0.8703494866689047,0.2288187861442566,0.2939477282067972,0.4331756065429602,0.4260615102671013,0.5700972671311368
0.5,f_partitioned,,,,0.19620492259661357,0.9272556742032368,48.567722250008956,151674,0.8685577154159546,0.21467547118663788,0.12423565499558052,0.3336731314570727,0.29752935379730944,0.4395726223957578
