all_alive_fraction,arm,attn_ari,attn_input,attn_nmi,cross_nmse_gene_to_image,cross_nmse_image_to_gene,elapsed_seconds,section_id,self_nmse_gene,self_nmse_image,sum_ari,sum_nmi,support_ari,support_nmi
0.8447265625,l_spatial_attention_mlp1024,,,,0.12910317682794162,0.9435624735695975,42.555128125008196,151670,0.9244949689933232,0.20810391115290777,0.24667642399540934,0.22794723556525118,0.3875939225302518,0.36270649919598946
0.8310546875,l_spatial_attention_mlp1024,,,,0.12229437753558159,0.9491958878934383,50.137698916951194,151671,0.928132638335228,0.19543485902249813,-0.04480757473833776,0.06306610475079587,0.20760398227723523,0.29984244764043094
0.7373046875,l_spatial_attention_mlp1024,,,,0.1477098325267434,0.9497058466076851,48.366076415986754,151672,0.9283511191606522,0.21486883983016014,0.12933255790499562,0.22872785573805393,0.07276875128419244,0.17319684214375894
0.76953125,l_spatial_attention_mlp1024,,,,0.14258501231670379,0.9288316647211711,45.05083045794163,151673,0.9114894151687623,0.21006152927875518,0.2688486816262515,0.4173119367753132,0.3104549332544156,0.42359545378527147
0.8095703125,l_spatial_attention_mlp1024,,,,0.1266165773073832,0.926903486251831,45.17786033404991,151674,0.9093295216560364,0.19891158640384674,0.2828494072835846,0.43497093285152855,0.30066750075176546,0.4428521882561493
0.7109375,l_spatial_attention_mlp1024,,,,0.13447647435324533,0.9306771414620536,44.64034083299339,151675,0.9088188239506313,0.20207586671624864,0.2007970225642041,0.37682937293959623,0.2562473443801847,0.4313866471741422
0.76953125,l_spatial_attention_mlp1024,,,,0.11636244984609741,0.9308382911341531,42.92538054205943,151676,0.9118207693099976,0.18544793128967285,0.2202458268828131,0.3527570039792858,0.3455318750789359,0.4286653358931487
0.5,m_spatial_attention_partitioned,,,,0.20985234835568597,0.9444043601260466,52.495543290977366,151507,0.8858649695620817,0.22576997823574962,0.05535558160588134,0.21022523002643617,0.23828211997392462,0.4644067660813078
0.5,m_spatial_attention_partitioned,,,,0.20488878505097496,0.9504065480497148,54.06736208300572,151508,0.8970410492685106,0.20108703523874283,0.2745584182793071,0.4260153184562823,0.31179809157875576,0.46568599905565106
0.5,m_spatial_attention_partitioned,,,,0.21313287082471347,0.9439979101482191,58.78196149994619,151509,0.8865671095095182,0.22260745026563344,0.3046352174187506,0.448720176204614,0.4291985292718049,0.5016255506148638
