ari,arm,cross_nmse_image_to_gene,elapsed_seconds,nmi,section_id,self_nmse_gene,self_nmse_image,stage1_sum_ari,stage1_support_ari,stage2_input
0.3778540081907559,arm_n_masked,0.934868756462546,760.556523959036,0.47456821999672943,151507,0.8976282477378845,0.22720128297805786,0.18594239408463462,0.28029229203892125,support
0.47033955180776077,arm_n_masked,0.9420247077941895,830.7424821250606,0.5666849741233636,151508,0.9072961343659295,0.20300035095877117,0.2159928339460237,0.39857845720916235,support
0.47101682412708146,arm_n_masked,0.9338591255639729,953.8542548340047,0.562081483427975,151509,0.8974851150261728,0.22737657474844078,0.2857168326652049,0.3096519016907726,support
0.4335285990603255,arm_n_masked,0.9344512323538462,868.7534418340074,0.5019843478295964,151510,0.8978434867329068,0.21871169325378206,0.1331396959172312,0.29753849083516726,support
0.3247176346600535,arm_n_masked,0.9374735037485759,583.3814307920402,0.4431331843260958,151669,0.9026898145675659,0.21601502299308778,0.02455175307457618,0.2948441264769427,support
0.37052792210216323,arm_n_masked,0.934259125164577,521.791770166019,0.4157813904962458,151670,0.8980000104222979,0.21804204902478627,0.05387076680392687,0.34810537041374084,support
0.31192402644266487,arm_n_masked,0.9377886950969696,694.2901988750091,0.45111915185297835,151671,0.900647722184658,0.21043681725859642,0.05935419726606037,0.43792228914634085,support
0.3614014269517675,arm_n_masked,0.9339962415397167,664.8188925840659,0.4873598623490665,151672,0.8945958204567432,0.2541193664073944,0.07829759048796818,0.1341074645743836,support
0.38043209711202036,arm_n_masked,0.9177427093187968,582.8589739999734,0.5345129107861877,151673,0.8814220468203227,0.2283898999293645,0.1987026551754072,0.3898082451780079,support
0.3474829809822217,arm_n_masked,0.9175003846486409,581.8728667499963,0.4450135258635611,151674,0.8812516768773396,0.21145498752593994,0.11245443200452082,0.2877113286782152,support
0.3614123929095909,arm_n_masked,0.9147919927324567,535.2763978750445,0.48911121148000924,151675,0.8734629920550755,0.25698762919221607,0.19395230028990434,0.3121619598239779,support
0.2635277919674416,arm_n_masked,0.9194533356598446,514.9535584170371,0.4049545231982068,151676,0.8791973292827606,0.22833799145051412,0.1614827066317677,0.27892393112170893,support
0.42999655952998317,arm_n_input_smoothing_masked,0.8427797345554128,758.8858562499518,0.5621584875708185,151507,0.7806112520834979,0.14713823620010824,0.19196231986364043,0.28371824359497755,support
0.41630358470662265,arm_n_input_smoothing_masked,0.8461875352594588,829.4392502499977,0.5314809487333918,151508,0.7893296513292525,0.1302733855942885,0.4357481169505789,0.2578453197841055,sum
0.4874963108616713,arm_n_input_smoothing_masked,0.8426673757402521,951.8589059999213,0.5789161331587667,151509,0.7831292152404785,0.15219295965997795,0.3116614886148649,0.32999151817530303,support
0.44591605966030234,arm_n_input_smoothing_masked,0.8385649025440216,869.6041180830216,0.5668933936681755,151510,0.7788316938612196,0.13969028409984377,0.2558079152304132,0.41277233530594537,support
0.35581055908051484,arm_n_input_smoothing_masked,0.8448301037152608,581.1357219580095,0.44588319351197947,151669,0.7846298813819885,0.1396122177441915,0.5559468907657272,0.20693915956906192,sum
0.1822730212707674,arm_n_input_smoothing_masked,0.8412800899573735,522.2655295840232,0.40058990393986704,151670,0.7782809436321259,0.14248974301985332,0.4645392984708216,0.31603076677228925,sum
0.4904304106877723,arm_n_input_smoothing_masked,0.8490209467709064,695.8770501669496,0.5789679056971234,151671,0.7814673110842705,0.13958344887942076,-0.034194338577264054,0.28202237129116287,support
0.4403996734682044,arm_n_input_smoothing_masked,0.8458385430276394,658.4044150830014,0.5307442498298865,151672,0.7792894542217255,0.16720518935471773,0.07508315679550548,0.5756227875864481,support
0.45552041233774304,arm_n_input_smoothing_masked,0.7805006464322408,597.344931166037,0.5714368010651443,151673,0.7280595024426778,0.14811118145783742,0.29329643664608157,0.42189251885621115,support
0.3806872783598543,arm_n_input_smoothing_masked,0.7833655476570129,583.1128498329781,0.48411122718931593,151674,0.7278951525688171,0.13887881338596345,0.22714995703964996,0.30961654891848556,support
0.3609312039847948,arm_n_input_smoothing_masked,0.7934918659073966,537.6497350829886,0.4962255065425932,151675,0.7326721251010895,0.1653715201786586,0.04054484325163925,0.31200009388932964,support
0.2973192889857877,arm_n_input_smoothing_masked,0.7939912378787994,514.2312412080355,0.46924490659638585,151676,0.7346070536545345,0.1459372192621231,0.1943971717633917,0.2929022494883337,support
