section_id,ari,nmi,refined_ari,refined_nmi,n_clusters,pca_dim,embed_std_mean,embed_std_min,embed_std_max,embed_zero_dim_count,embed_effective_rank,embed_cov_off_diag_frobenius,embed_cov_off_diag_ratio,self_nmse_gene,self_nmse_image,cross_nmse_gene_to_image,cross_nmse_image_to_gene,self_nmse_mean,cross_nmse_mean,n_latents,all_dead_fraction,all_alive_fraction,mixed_fraction,dead_fraction_gene,dead_fraction_image,support_jaccard_gene_image,n_spots,final_loss,elapsed_seconds
151507,0.01995119872971081,0.08676637041835318,0.0165861400786337,0.1098703229464503,7,128,0.8799775838851929,0.6455845236778259,1.683045506477356,0,124.79621124267578,1.0526745427341666e-05,1.0111324967374524e-06,0.8949763073640711,0.2819886873750126,0.26545719013494606,0.9134201933355892,0.5884824973695418,0.5894386917352676,1024,0.0,1.0,0.0,0.0,0.0,0.9870513503909026,4221,2.3591057857160065,32.24767516704742
